Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,num_traits,Date,num_values,Surv,Notes,sEmergeDate,lEmergeDate
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,basDia,2024-08-15,4.05,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,basDia,2024-09-17,4.8,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafL,2024-05-03,11.4,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafL,2024-06-13,12.1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafL,2024-07-12,11.5,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafL,2024-08-15,11.5,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafL,2024-09-17,16,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafN,2024-05-03,7,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafN,2024-06-13,9,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafN,2024-07-12,9,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafN,2024-08-15,9,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafN,2024-09-17,22,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafW,2024-05-03,6.2,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafW,2024-06-13,5.9,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafW,2024-07-12,5,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafW,2024-08-15,6.1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,leafW,2024-09-17,6.9,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stLeng,2024-05-03,15,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stLeng,2024-06-13,15.7,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stLeng,2024-07-12,16,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stLeng,2024-08-15,16.2,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stLeng,2024-09-17,15.4,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stNum,2024-05-03,1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-01
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-01
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,basDia,2024-05-03,1.41,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,basDia,2024-06-13,1.66,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,basDia,2024-07-12,1.31,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,basDia,2024-08-15,2.51,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,basDia,2024-09-17,2.94,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafL,2024-05-03,2,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafL,2024-06-13,4.5,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafL,2024-07-12,5,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafL,2024-08-15,5,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafL,2024-09-17,5,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafN,2024-05-03,7,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafN,2024-06-13,11,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafN,2024-07-12,11,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafN,2024-08-15,11,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafN,2024-09-17,11,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafW,2024-05-03,1.1,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafW,2024-06-13,2.9,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafW,2024-07-12,3,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafW,2024-08-15,3.2,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,leafW,2024-09-17,3.5,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stLeng,2024-05-03,6.4,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stLeng,2024-06-13,7.9,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stLeng,2024-07-12,8.5,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stLeng,2024-08-15,8.6,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stLeng,2024-09-17,8.4,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stNum,2024-05-03,1,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stNum,2024-06-13,1,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stNum,2024-07-12,1,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stNum,2024-08-15,1,Y,NA,2024-02-28,2024-04-15
2024-0242,2,United States,Oklahoma,Adair,35.90077701,-94.66359708,19,2024-0242-2,TRUE,22 - 2,stNum,2024-09-17,1,Y,Water stressed leaves,2024-02-28,2024-04-15
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,basDia,2024-05-03,2.26,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,basDia,2024-06-13,3.51,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,basDia,2024-07-12,2.19,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,basDia,2024-08-15,3.05,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,basDia,2024-09-17,4.66,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafL,2024-05-03,7.1,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafL,2024-06-13,8.7,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafL,2024-07-12,8.5,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafL,2024-08-15,8.8,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafL,2024-09-17,9.2,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafN,2024-05-03,5,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafN,2024-06-13,6,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafN,2024-07-12,6,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafN,2024-08-15,6,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafN,2024-09-17,5,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafW,2024-05-03,3.4,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafW,2024-06-13,3.9,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafW,2024-07-12,4,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafW,2024-08-15,3.7,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,leafW,2024-09-17,3.9,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stLeng,2024-05-03,10.3,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stLeng,2024-06-13,10.6,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stLeng,2024-07-12,12,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stLeng,2024-08-15,12.7,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stLeng,2024-09-17,10.9,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stNum,2024-05-03,1,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stNum,2024-06-13,1,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stNum,2024-07-12,1,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stNum,2024-08-15,1,Y,NA,2024-02-20,2024-04-08
2024-0239,12,United States,Missouri,Barry,36.71275301,-93.84828622,21,2024-0239-12,TRUE,17 - 12,stNum,2024-09-17,1,Y,NA,2024-02-20,2024-04-08
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,basDia,2024-05-03,1,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,basDia,2024-06-13,1.37,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,basDia,2024-07-12,1.35,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,basDia,2024-08-15,2.72,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,basDia,2024-09-17,5.03,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafL,2024-05-03,1.1,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafL,2024-06-13,8,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafL,2024-07-12,7.5,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafL,2024-08-15,8,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafL,2024-09-17,10.3,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafN,2024-05-03,3,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafN,2024-06-13,6,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafN,2024-07-12,6,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafN,2024-08-15,6,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafN,2024-09-17,18,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafW,2024-05-03,0.4,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafW,2024-06-13,3.9,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafW,2024-07-12,3,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafW,2024-08-15,3.2,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,leafW,2024-09-17,4.8,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stLeng,2024-05-03,4.5,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stLeng,2024-06-13,10.9,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stLeng,2024-07-12,11.3,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stLeng,2024-08-15,12,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stLeng,2024-09-17,11.3,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stNum,2024-05-03,2,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stNum,2024-06-13,1,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stNum,2024-07-12,1,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stNum,2024-08-15,1,Y,NA,NA,NA
2024-0239,5,United States,Missouri,Barry,36.71275301,-93.84828622,23,2024-0239-5,TRUE,17 - 5,stNum,2024-09-17,1,Y,NA,NA,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,basDia,2024-05-03,2.27,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,basDia,2024-06-13,2.5,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,basDia,2024-07-12,1.92,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,basDia,2024-08-15,3.22,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,basDia,2024-09-17,4.85,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafL,2024-05-03,4.6,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafL,2024-06-13,6.2,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafL,2024-07-12,6,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafL,2024-08-15,6.2,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafL,2024-09-17,6.1,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafN,2024-05-03,6,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafN,2024-06-13,11,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafN,2024-07-12,11,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafN,2024-08-15,11,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafN,2024-09-17,11,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafW,2024-05-03,2.7,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafW,2024-06-13,3.2,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafW,2024-07-12,3,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafW,2024-08-15,3.3,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,leafW,2024-09-17,3.4,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stLeng,2024-05-03,9.2,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stLeng,2024-06-13,8.1,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stLeng,2024-07-12,8,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stLeng,2024-08-15,8.8,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stLeng,2024-09-17,9,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stNum,2024-05-03,1,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stNum,2024-06-13,1,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stNum,2024-07-12,1,Y,NA,2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stNum,2024-08-15,1,Y,"Looks like apical meristem died, lateral meristems taking dominance",2024-03-18,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,stNum,2024-09-17,2,Y,"2nd and 3rd stems are new growth, no leaves yet.",2024-03-18,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,basDia,2024-05-03,2.39,Y,Split stem.,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,basDia,2024-06-13,4.36,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,basDia,2024-07-12,1.89,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,basDia,2024-08-15,2.31,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,basDia,2024-09-17,5.47,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,leafL,2024-05-03,6.5,Y,Split stem.,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,leafL,2024-06-13,7,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,leafL,2024-07-12,6.5,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,leafL,2024-08-15,6.8,Y,NA,2024-03-05,NA
2024-0257,3,United States,Missouri,Barry,36.71275301,-93.84828622,29,2024-0257-3,TRUE,42 - 3,leafL,2024-09-17,9.3,Y,NA,2024-03-05,NA
