PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
265,2024-0247-6,2024-0247,6,T,28 - 6,5/3/24,Y,Y,Y,1.76,1,9.1,5.9,3.1,8,Y,Y,N,N,,6/13/24,Y,Y,Y,1,9,1.99,8,6.1,3.3,,7/12/24,Y,Y,2/20/24,2/28/24,Y,1,9.3,2.53,8,6.1,3,,8/15/24,Y,1,9.8,2.71,8,6.1,3.5,,9/17/24,Y,1,11.5,2.32,16,9.9,5,
266,2024-0261-1,2024-0261,1,T,49 - 1,5/3/24,Y,N,Y,1.68,1,2.4,NA,NA,0,Y,Y,Y,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
267,2024-0225-13,2024-0225,13,T,1 - 13,5/3/24,Y,Y,Y,1.74,1,12.7,5,2.8,8,Y,Y,N,Y,,6/13/24,Y,Y,Y,1,15.1,2.67,9,14.1,6.6,,7/12/24,Y,Y,4/8/24,4/15/24,Y,1,15.1,3.97,9,14.4,6.1,,8/15/24,Y,1,16,5.85,9,14.5,6.6,,9/17/24,Y,1,15.5,3.89,15,14.2,6.5,
268,2024-0228-4,2024-0228,4,F,4 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
269,2024-0229-2,2024-0229,2,F,5 - 2,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,Y,1,3.6,0.87,4,1,0.4,,7/12/24,Y,Y,4/15/24,5/28/24,Y,2,6.3,1.03,7,4.6,2.2,,8/15/24,Y,1,7.2,1.81,9,9.5,3.9,,9/17/24,Y,1,7.6,2.52,12,10.2,4.4,
270,2024-0248-4,2024-0248,4,T,29 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
271,2024-0239-2,2024-0239,2,T,17 - 2,5/3/24,N,N,Y,2.26,3,0.2,NA,NA,0,Y,N,N,N,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
272,2024-0261-4,2024-0261,4,T,49 - 4,5/3/24,Y,N,Y,2.53,1,1.8,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,Y,1,2.8,1.08,2,1,0.4,,7/12/24,Y,Y,3/18/24,6/3/24,Y,1,4.6,1.23,8,2.7,1.3,,8/15/24,Y,1,7.5,2.06,13,8.7,4,,9/17/24,Y,1,7.5,3.76,19,8,3.9,
273,2024-0265-1,2024-0265,1,T,66 - 1,5/3/24,N,Y,Y,1.85,1,3.5,NA,NA,0,Y,Y,Y,N,,6/13/24,N,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,Y,-,4/15/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
274,2024-0244-21,2024-0244,21,T,24 - 21,5/3/24,Y,Y,Y,1.52,1,7.2,5.6,2.8,3,Y,N,Y,Y,,6/13/24,Y,Y,Y,1,8.4,1.47,8,5.6,2.8,,7/12/24,Y,Y,3/25/24,4/15/24,Y,1,8.6,2.15,8,5.9,2.4,,8/15/24,Y,1,8.6,2.31,8,5.7,2.9,,9/17/24,Y,1,12,3.03,13,9,4.1,
275,2024-0233-10,2024-0233,10,F,9 - 10,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/11/24,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
276,2024-0246-17,2024-0246,17,T,27 - 17,5/3/24,Y,Y,Y,2.44,1,15.6,9.6,5,4,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,15.8,2.87,6,9.1,5.6,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,15.8,3.8,6,9.3,5.1,,8/15/24,Y,1,17,4.09,6,9.5,5.1,,9/17/24,Y,1,17,3.94,16,10.1,6,
277,2024-0256-7,2024-0256,7,T,41 - 7,5/3/24,Y,N,Y,1.85,1,1.1,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
278,2024-0242-22,2024-0242,22,T,22 - 22,5/3/24,Y,N,Y,3.02,1,0.3,NA,NA,0,N,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/20/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
279,2024-0246-22,2024-0246,22,T,27 - 22,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
280,2024-0241-11,2024-0241,11,T,19 - 11,5/3/24,Y,Y,Y,1.89,1,8.1,6.5,2.9,3,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,8,2.2,7,9.3,4.6,,7/12/24,Y,Y,3/11/24,4/22/24,Y,1,9.8,3.05,7,10.1,4,,8/15/24,Y,1,10.3,3.38,7,10,4,,9/17/24,Y,1,10.2,4.23,9,9,3.8,
281,2024-0241-9,2024-0241,9,T,19 - 9,5/3/24,Y,N,Y,2.7,1,5.7,1.2,0.5,2,Y,Y,Y,N,,6/13/24,Y,N,Y,1,9.9,1.61,13,7.7,3.2,,7/12/24,Y,Y,3/18/24,4/29/24,Y,1,9.4,3.9,11,8.8,3.8,,8/15/24,Y,1,11.4,5.61,12,9.5,3.5,,9/17/24,Y,1,11,4.85,11,8.6,3.3,
282,2024-0259-24,2024-0259,24,F,45 - 24,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
283,2024-0236-1,2024-0236,1,T,12 - 1,5/3/24,Y,N,Y,2.28,1,1.9,0.3,0.1,1,N,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,3/5/24,5/6/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
284,2024-0247-14,2024-0247,14,T,28 - 14,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
285,2024-0257-11,2024-0257,11,T,42 - 11,5/3/24,Y,Y,Y,2.2,1,9.4,2,0.8,4,Y,N,Y,Y,,6/13/24,Y,Y,Y,1,10.7,1.53,8,8.5,3.7,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,9.9,3.17,7,8.3,3.9,,8/15/24,Y,1,11,4.48,7,8.7,3.9,,9/17/24,Y,1,11.1,4.92,7,8.2,3.8,
286,2024-0277-9,2024-0277,9,T,108 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
287,2024-0244-8,2024-0244,8,T,24 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
288,2024-0278-1,2024-0278,1,T,110 - 1,5/3/24,N,N,Y,0.85,1,0.6,NA,NA,0,Y,Y,N,N,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
289,2024-0266-17,2024-0266,17,T,76 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
290,2024-0253-11,2024-0253,11,T,36 - 11,5/3/24,Y,Y,Y,1.37,1,1.5,NA,NA,0,Y,N,N,N,,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,3/18/24,4/1/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
291,2024-0269-4,2024-0269,4,T,93 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
292,2024-0276-13,2024-0276,13,T,107 - 13,5/3/24,Y,Y,Y,2.4,1,12.7,1.9,0.9,10,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,12.9,2.8,18,8.4,3.8,,7/12/24,Y,Y,3/25/24,4/22/24,Y,1,11,3.3,18,9,3.8,,8/15/24,Y,1,11.7,5.9,24,10.7,4.1,,9/17/24,Y,1,12.9,4.98,22,11,4.2,
293,2024-0237-10,2024-0237,10,T,13 - 10,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
294,2024-0240-8,2024-0240,8,T,18 - 8,5/3/24,Y,Y,Y,2.32,1,11.7,8,4.8,4,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,11.6,2.72,6,6.2,3,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,12.7,3.45,6,8.3,3.8,,8/15/24,Y,1,12.7,4.21,12,8.6,3.8,,9/17/24,Y,1,12.6,4.51,18,7.5,3.6,
295,2024-0244-4,2024-0244,4,T,24 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
296,2024-0259-17,2024-0259,17,F,45 - 17,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,Y,1,1.8,0.65,6,1.7,1,,8/15/24,Y,1,4.4,1.04,10,7.8,3.2,,9/17/24,Y,1,8.2,2.86,10,13.2,5.5,
297,2024-0259-2,2024-0259,2,F,45 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,5/28/24,6/3/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
298,2024-0241-13,2024-0241,13,T,19 - 13,5/3/24,Y,N,Y,1.28,2,1.9,NA,NA,0,N,Y,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/11/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
299,2024-0275-5,2024-0275,5,F,105 - 5,5/3/24,N,Y,Y,1.78,1,9,8.6,4.3,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,10.9,2.6,7,9.5,3.5,,7/12/24,N,Y,-,3/11/24,Y,1,10.3,2.97,8,9.2,3.9,,8/15/24,Y,1,11.3,3.59,0,NA,NA,"Four newly dead leaves, no living leaves, but mat still be alive",9/17/24,Y,1,13.5,3.8,18,9.6,4.1,
300,2024-0235-6,2024-0235,6,T,11 - 6,5/3/24,N,N,Y,2.07,1,0.5,NA,NA,0,N,N,N,N,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
301,2024-0259-10,2024-0259,10,F,45 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,3.4,0.66,6,1.6,0.7,,7/12/24,Y,N,5/20/24,,Y,1,5.7,1.24,10,5.2,2.4,,8/15/24,Y,1,6.6,1.82,10,7.3,3.1,,9/17/24,Y,2,7,2.23,13,6.5,3,
302,2024-0244-18,2024-0244,18,T,24 - 18,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
303,2024-0275-13,2024-0275,13,F,105 - 13,5/3/24,N,N,Y,1.06,2,8.8,3.1,1.6,3,Y,Y,Y,Y,,6/13/24,N,N,Y,1,18.5,2.18,10,8.6,3.9,,7/12/24,N,Y,-,4/29/24,Y,1,19.5,2.87,11,9.2,4.3,,8/15/24,Y,1,19.6,3.69,12,8.7,4.7,,9/17/24,Y,1,19.6,2.62,0,NA,NA,No green leaf to measure. 
304,2024-0227-12,2024-0227,12,T,3 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,4.1,0.73,5,1,0.3,,7/12/24,N,N,-,,Y,1,7.5,1.54,9,6.5,3.8,,8/15/24,Y,1,11.2,2.25,16,7.8,3.6,,9/17/24,Y,1,14.1,3.86,14,9.8,4,
305,2024-0251-6,2024-0251,6,T,37 - 6,5/3/24,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,3/18/24,4/1/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
306,2024-0274-1,2024-0274,1,T,103 - 1,5/3/24,Y,Y,Y,1.8,1,3.8,5.2,2.4,4,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,3.5,2.52,7,5.2,2.8,,7/12/24,Y,Y,2/20/24,4/15/24,Y,1,3.6,2.7,7,5.5,2.5,,8/15/24,Y,1,5.7,3.16,14,5.7,2.9,,9/17/24,Y,1,7.2,3.83,13,5.8,2.7,
307,2024-0234-8,2024-0234,8,T,10 - 8,5/3/24,Y,N,Y,0.89,2,0.8,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/11/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
308,2024-0227-4,2024-0227,4,T,3 - 4,5/3/24,Y,Y,Y,1.14,2,7.1,6.7,3,5,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,10.3,1.78,8,8.8,3.9,,7/12/24,Y,Y,3/5/24,4/15/24,Y,1,9.9,2.17,8,9.1,3.8,,8/15/24,Y,1,10.1,2.58,8,9.1,3.9,,9/17/24,Y,1,10.5,3.48,12,9,3.7,
309,2024-0233-5,2024-0233,5,F,9 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,5/6/24,,Y,1,2,0.86,DNR,DNR,DNR,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
310,2024-0259-12,2024-0259,12,F,45 - 12,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/25/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,Y,1,4.5,0.55,8,5.1,2,,9/17/24,Y,1,9,2.22,13,12.5,4.5,
311,2024-0250-1,2024-0250,1,T,31 - 1,5/3/24,Y,Y,Y,2.19,1,5.8,1.5,1,5,N,Y,Y,N,,6/13/24,Y,Y,Y,1,8.5,1.82,10,3.8,1.9,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,9.6,2.7,11,7.2,2.9,,8/15/24,Y,1,9.8,2.97,15,7.1,3,,9/17/24,Y,1,11.2,4.43,20,8.3,4.3,
312,2024-0241-12,2024-0241,12,T,19 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
313,2024-0257-6,2024-0257,6,T,42 - 6,5/3/24,Y,Y,Y,2.41,1,7.8,8.2,4.1,12,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,8.3,2.8,12,7.3,2.9,,7/12/24,Y,Y,3/5/24,3/18/24,Y,1,7.8,3.56,14,8,2.9,,8/15/24,Y,1,8.9,3.95,14,7.7,3.3,,9/17/24,Y,3,10.5,3.01,25,13.7,5.8,
314,2024-0239-10,2024-0239,10,T,17 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
315,2024-0227-7,2024-0227,7,T,3 - 7,5/3/24,N,Y,Y,1.53,1,8,7.1,3.9,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,11.3,1.81,7,7.2,3.7,,7/12/24,N,Y,-,4/8/24,Y,1,11,3.6,8,7.9,3.4,,8/15/24,Y,1,16.4,3.94,12,7.6,4.2,,9/17/24,Y,1,25.5,3.87,18,15.5,6.7,
316,2024-0236-3,2024-0236,3,T,12 - 3,5/3/24,Y,Y,Y,3.31,1,7.4,8.9,5.5,6,Y,N,N,N,,6/13/24,Y,Y,Y,1,7.9,2.87,6,5.8,8.4,,7/12/24,Y,Y,2/6/24,2/28/24,Y,1,9.6,4.62,6,8.4,5.6,,8/15/24,Y,1,9.6,4.07,6,9.2,5.7,,9/17/24,Y,1,8.5,4.96,6,9,5.5,
317,2024-0253-5,2024-0253,5,T,36 - 5,5/3/24,N,N,Y,1.45,1,6.2,4.2,2.2,4,Y,N,N,Y,,6/13/24,N,N,Y,1,6.6,1.77,4,6.1,3.3,,7/12/24,N,N,,,Y,1,5.8,2.96,5,6.1,3.3,,8/15/24,Y,1,8.9,2.99,7,6.8,3.4,,9/17/24,Y,1,18.1,3.3,11,13.5,5.5,
318,2024-0269-9,2024-0269,9,T,93 - 9,5/3/24,Y,Y,Y,2.18,4,4.7,0.9,0.5,1,N,Y,N,N,,6/13/24,Y,Y,Y,1,6.9,1.24,7,7.8,4,,7/12/24,Y,Y,4/1/24,4/22/24,Y,1,6.3,2.27,8,7.1,3.9,,8/15/24,Y,1,7.2,2.72,8,7.7,4,,9/17/24,Y,1,7,3.03,8,7.4,3.6,
319,2024-0247-13,2024-0247,13,T,28 - 13,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
320,2024-0260-14,2024-0260,14,T,48 - 14,5/3/24,Y,Y,Y,1.63,1,3.2,0.4,0.2,1,N,Y,N,N,,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,2/28/24,3/18/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
321,2024-0275-10,2024-0275,10,F,105 - 10,5/3/24,N,Y,Y,2.65,1,13.2,9.3,5,10,Y,Y,N,Y,,6/13/24,N,Y,Y,1,18.8,2.62,13,9.3,4.5,,7/12/24,N,Y,-,3/5/24,Y,1,18.8,2.79,9,9.2,4.4,,8/15/24,Y,1,18.2,3.11,0,NA,NA,"All (10) leaves dead on the stem, individual possibly still alive.",9/17/24,Y,1,18.7,2.28,0,NA,NA,No green leaf to measure. 
322,2024-0249-10,2024-0249,10,T,30 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
323,2024-0253-6,2024-0253,6,T,36 - 6,5/3/24,Y,Y,Y,1.33,1,9.8,5,2.8,7,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,10.3,2.51,9,10.8,5.1,,7/12/24,Y,Y,3/5/24,4/15/24,Y,1,9.8,3.38,9,11,5.2,,8/15/24,Y,1,10.9,3.79,16,10.9,5.1,,9/17/24,Y,1,10.7,2.6,12,10.7,5,
324,2024-0256-3,2024-0256,3,T,41 - 3,5/3/24,Y,Y,Y,1.74,1,7.2,10.1,4.9,8,Y,Y,N,N,,6/13/24,Y,Y,Y,1,6.9,2.27,8,9.7,5,,7/12/24,Y,Y,3/5/24,3/11/24,Y,1,6.7,3.45,8,9.6,5,,8/15/24,Y,1,7.3,3.83,8,10.4,5.1,,9/17/24,Y,1,9.2,2.82,16,10,5,
325,2024-0266-1,2024-0266,1,T,76 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
326,2024-0238-6,2024-0238,6,T,16 - 6,5/3/24,Y,Y,Y,1.86,1,11.5,10.3,5.6,6,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,13.4,3.07,8,11.9,6.3,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,12.5,3.56,8,12,5.7,,8/15/24,Y,1,14,4.04,8,11.8,6.4,,9/17/24,Y,1,14.6,4.66,23,10.2,4.3,
327,2024-0242-6,2024-0242,6,T,22 - 6,5/3/24,N,Y,Y,1.92,1,11.9,6.1,3,7,Y,N,Y,Y,Curled leaf measured,6/13/24,N,Y,Y,1,13.2,2.44,10,9.1,4,,7/12/24,N,Y,-,2/28/24,Y,1,13.5,3.06,11,8.9,4,,8/15/24,Y,1,13.8,3.66,13,9.1,4.1,Veins on largest leaf are turning tan,9/17/24,Y,1,13.8,3.67,23,10.2,4.3,
328,2024-0276-1,2024-0276,1,T,107 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
329,2024-0225-2,2024-0225,2,T,1 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
330,2024-0239-18,2024-0239,18,T,17 - 18,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
331,2024-0259-13,2024-0259,13,F,45 - 13,5/3/24,N,Y,Y,1.27,1,5.2,6.7,3.4,8,Y,N,Y,N,,6/13/24,N,Y,Y,1,5.3,1.74,8,7.2,3.3,,7/12/24,N,Y,-,3/11/24,Y,1,5.7,2.13,8,6.5,3.2,,8/15/24,Y,1,5.8,2.13,8,6.9,3.6,,9/17/24,Y,1,8.7,2.64,15,11.6,5.2,
